Date,Temp
2019-06-22 02:34:34,2.04
2019-06-22 02:34:35,2.04
2019-06-22 02:34:37,2.04
2019-06-22 02:34:38,2.04
2019-06-22 02:34:39,2.04
2019-06-22 02:34:40,2.04
2019-06-22 02:34:41,2.04
2019-06-22 02:34:42,1.88
2019-06-22 02:34:43,1.88
2019-06-22 02:34:44,1.88
2019-06-22 02:34:45,1.88
2019-06-22 02:34:46,1.88
2019-06-22 02:34:47,1.88
2019-06-22 02:34:48,1.88
2019-06-22 02:34:49,1.88
2019-06-22 02:34:50,1.88
2019-06-22 02:34:51,1.72
2019-06-22 02:34:52,1.72
2019-06-22 02:34:53,1.88
2019-06-22 02:34:54,1.88
2019-06-22 02:34:55,1.72
2019-06-22 02:34:56,1.72
2019-06-22 02:34:57,1.72
2019-06-22 02:34:58,1.72
2019-06-22 02:34:59,1.72
2019-06-22 02:35:00,1.72
2019-06-22 02:35:01,1.72
2019-06-22 02:35:03,1.72
2019-06-22 02:35:04,1.72
2019-06-22 02:35:05,1.56
2019-06-22 02:35:06,1.72
2019-06-22 02:35:07,1.56
2019-06-22 02:35:08,1.72
2019-06-22 02:35:09,1.56
2019-06-22 02:35:10,1.56
2019-06-22 02:35:11,1.56
2019-06-22 02:35:12,1.56
2019-06-22 02:35:13,1.56
2019-06-22 02:35:14,1.56
2019-06-22 02:35:15,1.40
2019-06-22 02:35:16,1.88
2019-06-22 02:35:17,1.88
2019-06-22 02:35:18,1.24
2019-06-22 02:35:19,1.72
2019-06-22 02:35:20,1.72
2019-06-22 02:35:21,1.72
2019-06-22 02:35:22,1.72
2019-06-22 02:35:23,1.72
2019-06-22 02:35:24,1.72
2019-06-22 02:35:25,1.56
2019-06-22 02:35:26,1.56
2019-06-22 02:35:27,1.56
2019-06-22 02:35:29,1.40
2019-06-22 02:35:30,1.40
2019-06-22 02:35:31,1.40
2019-06-22 02:35:32,1.40
2019-06-22 02:35:33,1.40
2019-06-22 02:35:34,1.24
2019-06-22 02:35:35,1.40
2019-06-22 02:35:36,1.24
2019-06-22 02:35:37,1.24
2019-06-22 02:35:38,1.24
2019-06-22 02:35:39,1.24
2019-06-22 02:35:40,1.24
2019-06-22 02:35:41,1.40
2019-06-22 02:35:42,1.24
2019-06-22 02:35:43,1.08
2019-06-22 02:35:44,1.08
2019-06-22 02:35:45,1.08
2019-06-22 02:35:46,1.08
2019-06-22 02:35:47,1.08
2019-06-22 02:35:48,1.08
2019-06-22 02:35:49,1.08
2019-06-22 02:35:50,1.08
2019-06-22 02:35:51,1.08
2019-06-22 02:35:52,1.08
2019-06-22 02:35:53,1.08
2019-06-22 02:35:54,1.08
2019-06-22 02:35:56,1.08
2019-06-22 02:35:57,0.91
2019-06-22 02:35:58,2.85
2019-06-22 02:35:59,0.91
2019-06-22 02:36:00,2.85
2019-06-22 02:36:01,2.85
2019-06-22 02:36:02,2.85
2019-06-22 02:36:03,2.85
2019-06-22 02:36:04,2.85
2019-06-22 02:36:05,2.85
2019-06-22 02:36:06,2.85
2019-06-22 02:36:07,2.69
2019-06-22 02:36:08,2.69
2019-06-22 02:36:09,2.69
2019-06-22 02:36:10,1.08
2019-06-22 02:36:11,1.08
2019-06-22 02:36:12,1.08
2019-06-22 02:36:13,0.91
2019-06-22 02:36:14,0.91
2019-06-22 02:36:15,0.91
2019-06-22 02:36:16,0.91
2019-06-22 02:36:17,0.91
2019-06-22 02:36:18,0.91
2019-06-22 02:36:19,0.75
2019-06-22 02:36:20,0.75
2019-06-22 02:36:22,0.75
2019-06-22 02:36:23,0.75
2019-06-22 02:36:24,0.75
2019-06-22 02:36:25,0.75
2019-06-22 02:36:26,0.75
2019-06-22 02:36:27,0.75
2019-06-22 02:36:28,0.75
2019-06-22 02:36:29,0.59
2019-06-22 02:36:30,0.75
2019-06-22 02:36:31,0.59
2019-06-22 02:36:32,0.59
2019-06-22 02:36:33,0.59
2019-06-22 02:36:34,0.59
2019-06-22 02:36:35,0.59
2019-06-22 02:36:36,2.69
2019-06-22 02:36:37,2.69
2019-06-22 02:36:38,0.59
2019-06-22 02:36:39,2.53
2019-06-22 02:36:40,2.53
2019-06-22 02:36:41,2.53
2019-06-22 02:36:42,2.53
2019-06-22 02:36:43,2.53
2019-06-22 02:36:44,2.53
2019-06-22 02:36:45,2.53
2019-06-22 02:36:46,2.36
2019-06-22 02:36:48,2.36
2019-06-22 02:36:49,2.36
2019-06-22 02:36:50,2.36
2019-06-22 02:36:51,2.36
2019-06-22 02:36:52,2.36
2019-06-22 02:36:53,2.36
2019-06-22 02:36:54,2.36
2019-06-22 02:36:55,2.20
2019-06-22 02:36:56,2.36
2019-06-22 02:36:57,2.20
2019-06-22 02:36:58,2.20
2019-06-22 02:36:59,2.20
2019-06-22 02:37:00,2.20
2019-06-22 02:37:01,2.04
2019-06-22 02:37:02,2.20
2019-06-22 02:37:03,2.20
2019-06-22 02:37:04,2.20
2019-06-22 02:37:05,2.04
2019-06-22 02:37:06,2.04
2019-06-22 02:37:07,2.04
2019-06-22 02:37:08,0.59
2019-06-22 02:37:09,0.43
2019-06-22 02:37:10,0.43
2019-06-22 02:37:11,0.27
2019-06-22 02:37:13,0.43
2019-06-22 02:37:14,0.43
2019-06-22 02:37:15,0.27
2019-06-22 02:37:16,0.27
2019-06-22 02:37:17,0.27
2019-06-22 02:37:18,0.27
2019-06-22 02:37:19,0.27
2019-06-22 02:37:20,0.27
2019-06-22 02:37:21,0.27
2019-06-22 02:37:22,0.27
2019-06-22 02:37:23,0.27
2019-06-22 02:37:24,2.20
2019-06-22 02:37:25,0.27
2019-06-22 02:37:26,2.36
2019-06-22 02:37:27,0.27
2019-06-22 02:37:28,2.36
2019-06-22 02:37:29,2.36
2019-06-22 02:37:30,0.27
2019-06-22 02:37:31,2.04
2019-06-22 02:37:32,2.20
2019-06-22 02:37:33,2.20
2019-06-22 02:37:34,2.36
2019-06-22 02:37:35,2.20
2019-06-22 02:37:36,2.04
2019-06-22 02:37:37,2.20
2019-06-22 02:37:39,2.04
2019-06-22 02:37:40,2.04
2019-06-22 02:37:41,2.04
2019-06-22 02:37:42,2.04
2019-06-22 02:37:43,2.20
2019-06-22 02:37:44,2.04
2019-06-22 02:37:45,2.04
2019-06-22 02:37:46,2.04
2019-06-22 02:37:47,2.04
2019-06-22 02:37:48,1.88
2019-06-22 02:37:49,2.04
2019-06-22 02:37:50,2.04
2019-06-22 02:37:51,2.04
2019-06-22 02:37:52,1.88
2019-06-22 02:37:53,2.04
2019-06-22 02:37:54,1.88
2019-06-22 02:37:55,2.04
2019-06-22 02:37:56,1.88
2019-06-22 02:37:57,1.88
2019-06-22 02:37:58,1.88
2019-06-22 02:37:59,1.72
2019-06-22 02:38:00,1.88
2019-06-22 02:38:01,1.88
2019-06-22 02:38:02,1.72
2019-06-22 02:38:03,1.72
2019-06-22 02:38:05,1.72
2019-06-22 02:38:06,1.88
2019-06-22 02:38:07,1.72
2019-06-22 02:38:08,1.72
2019-06-22 02:38:09,1.56
2019-06-22 02:38:10,1.72
2019-06-22 02:38:11,1.72
2019-06-22 02:38:12,1.72
2019-06-22 02:38:13,1.72
2019-06-22 02:38:14,1.72
2019-06-22 02:38:15,1.72
2019-06-22 02:38:16,1.72
2019-06-22 02:38:17,1.72
2019-06-22 02:38:18,1.72
2019-06-22 02:38:19,1.72
2019-06-22 02:38:20,1.72
2019-06-22 02:38:21,1.56
2019-06-22 02:38:22,0.11
2019-06-22 02:38:23,0.11
2019-06-22 02:38:24,2.04
2019-06-22 02:38:25,0.11
2019-06-22 02:38:26,-0.04
2019-06-22 02:38:27,2.04
2019-06-22 02:38:28,2.04
2019-06-22 02:38:30,-0.04
2019-06-22 02:38:31,1.88
2019-06-22 02:38:32,2.20
2019-06-22 02:38:33,2.04
2019-06-22 02:38:34,2.04
2019-06-22 02:38:35,2.04
2019-06-22 02:38:36,1.88
2019-06-22 02:38:37,2.04
2019-06-22 02:38:38,2.04
2019-06-22 02:38:39,2.04
2019-06-22 02:38:40,1.88
2019-06-22 02:38:41,1.88
2019-06-22 02:38:42,1.72
2019-06-22 02:38:43,1.88
2019-06-22 02:38:44,1.72
2019-06-22 02:38:45,1.88
2019-06-22 02:38:46,1.72
2019-06-22 02:38:47,1.88
2019-06-22 02:38:48,1.72
2019-06-22 02:38:49,1.72
2019-06-22 02:38:50,1.72
2019-06-22 02:38:51,1.72
2019-06-22 02:38:52,1.72
2019-06-22 02:38:53,1.72
2019-06-22 02:38:54,1.72
2019-06-22 02:38:56,1.56
2019-06-22 02:38:57,1.56
2019-06-22 02:38:58,1.72
2019-06-22 02:38:59,1.56
2019-06-22 02:39:00,1.40
2019-06-22 02:39:01,1.40
2019-06-22 02:39:02,1.40
2019-06-22 02:39:03,1.40
2019-06-22 02:39:04,1.40
2019-06-22 02:39:05,1.40
2019-06-22 02:39:06,1.40
2019-06-22 02:39:07,1.40
2019-06-22 02:39:08,1.40
2019-06-22 02:39:09,1.40
2019-06-22 02:39:10,1.56
2019-06-22 02:39:11,1.40
2019-06-22 02:39:12,1.40
2019-06-22 02:39:13,1.40
2019-06-22 02:39:14,1.40
2019-06-22 02:39:15,1.24
2019-06-22 02:39:16,1.40
2019-06-22 02:39:17,1.24
2019-06-22 02:39:18,1.24
2019-06-22 02:39:19,1.24
2019-06-22 02:39:21,1.24
2019-06-22 02:39:22,1.08
2019-06-22 02:39:23,1.24
2019-06-22 02:39:24,1.24
2019-06-22 02:39:25,1.24
2019-06-22 02:39:26,1.24
2019-06-22 02:39:27,1.24
2019-06-22 02:39:28,1.24
2019-06-22 02:39:29,1.40
2019-06-22 02:39:30,1.24
2019-06-22 02:39:31,1.24
2019-06-22 02:39:32,1.24
2019-06-22 02:39:33,1.40
2019-06-22 02:39:34,1.40
2019-06-22 02:39:35,1.24
2019-06-22 02:39:36,1.08
2019-06-22 02:39:37,1.24
2019-06-22 02:39:38,1.08
2019-06-22 02:39:39,1.24
2019-06-22 02:39:40,1.08
2019-06-22 02:39:41,1.08
2019-06-22 02:39:42,1.08
2019-06-22 02:39:43,1.08
2019-06-22 02:39:44,1.08
2019-06-22 02:39:46,1.08
2019-06-22 02:39:47,1.08
2019-06-22 02:39:48,1.08
2019-06-22 02:39:49,1.08
2019-06-22 02:39:50,0.91
2019-06-22 02:39:51,1.08
2019-06-22 02:39:52,1.72
2019-06-22 02:39:53,1.08
2019-06-22 02:39:54,1.72
2019-06-22 02:39:55,1.08
2019-06-22 02:39:56,1.08
2019-06-22 02:39:57,1.72
2019-06-22 02:39:58,1.72
2019-06-22 02:39:59,1.08
2019-06-22 02:40:00,1.56
2019-06-22 02:40:01,1.72
2019-06-22 02:40:02,1.72
2019-06-22 02:40:03,1.56
2019-06-22 02:40:04,1.56
2019-06-22 02:40:05,1.56
2019-06-22 02:40:06,1.56
2019-06-22 02:40:07,1.56
2019-06-22 02:40:08,1.40
2019-06-22 02:40:09,1.24
2019-06-22 02:40:11,1.40
2019-06-22 02:40:12,1.40
2019-06-22 02:40:13,1.24
2019-06-22 02:40:14,1.40
2019-06-22 02:40:15,1.40
2019-06-22 02:40:16,1.24
2019-06-22 02:40:17,1.24
2019-06-22 02:40:18,1.40
2019-06-22 02:40:19,1.24
2019-06-22 02:40:20,1.40
2019-06-22 02:40:21,1.24
2019-06-22 02:40:22,1.24
2019-06-22 02:40:23,1.08
2019-06-22 02:40:24,1.08
2019-06-22 02:40:25,1.24
2019-06-22 02:40:26,1.08
2019-06-22 02:40:27,1.24
2019-06-22 02:40:28,1.08
2019-06-22 02:40:29,1.08
2019-06-22 02:40:30,1.08
2019-06-22 02:40:31,1.08
2019-06-22 02:40:32,1.08
2019-06-22 02:40:33,1.08
2019-06-22 02:40:34,1.08
2019-06-22 02:40:35,1.08
2019-06-22 02:40:37,1.08
2019-06-22 02:40:38,1.08
2019-06-22 02:40:39,1.08
2019-06-22 02:40:40,1.08
2019-06-22 02:40:41,1.08
2019-06-22 02:40:42,0.91
2019-06-22 02:40:43,1.08
2019-06-22 02:40:44,1.08
2019-06-22 02:40:45,1.08
2019-06-22 02:40:46,0.91
2019-06-22 02:40:47,0.91
2019-06-22 02:40:48,0.91
2019-06-22 02:40:49,0.91
2019-06-22 02:40:50,0.91
2019-06-22 02:40:51,0.91
2019-06-22 02:40:52,0.91
2019-06-22 02:40:53,0.91
2019-06-22 02:40:54,0.91
2019-06-22 02:40:55,0.75
2019-06-22 02:40:56,0.75
2019-06-22 02:40:57,0.75
2019-06-22 02:40:58,0.91
2019-06-22 02:40:59,0.91
2019-06-22 02:41:00,0.91
2019-06-22 02:41:02,0.75
2019-06-22 02:41:03,0.75
2019-06-22 02:41:04,0.75
2019-06-22 02:41:05,0.75
2019-06-22 02:41:06,0.91
2019-06-22 02:41:07,0.75
2019-06-22 02:41:08,0.75
2019-06-22 02:41:09,0.75
2019-06-22 02:41:10,0.59
2019-06-22 02:41:11,0.59
2019-06-22 02:41:12,0.75
2019-06-22 02:41:13,0.75
2019-06-22 02:41:14,0.75
2019-06-22 02:41:15,0.75
2019-06-22 02:41:16,0.59
2019-06-22 02:41:17,0.75
2019-06-22 02:41:18,0.75
2019-06-22 02:41:19,0.59
2019-06-22 02:41:20,0.75
2019-06-22 02:41:21,0.59
2019-06-22 02:41:22,0.75
2019-06-22 02:41:23,0.59
2019-06-22 02:41:24,0.75
2019-06-22 02:41:25,0.59
2019-06-22 02:41:27,0.59
2019-06-22 02:41:28,0.59
2019-06-22 02:41:29,0.43
2019-06-22 02:41:30,0.43
2019-06-22 02:41:31,0.43
2019-06-22 02:41:32,0.59
