Date,Temp
2019-06-24 03:11:57,8.331
2019-06-24 03:11:58,8.009
2019-06-24 03:11:59,8.009
2019-06-24 03:12:00,8.009
2019-06-24 03:12:01,8.170
2019-06-24 03:12:02,8.170
2019-06-24 03:12:03,7.686
2019-06-24 03:12:04,7.686
2019-06-24 03:12:05,7.686
2019-06-24 03:12:06,7.525
2019-06-24 03:12:07,7.525
2019-06-24 03:12:08,7.364
2019-06-24 03:12:09,7.364
2019-06-24 03:12:10,7.203
2019-06-24 03:12:11,7.203
2019-06-24 03:12:12,7.203
2019-06-24 03:12:13,7.203
2019-06-24 03:12:14,7.203
2019-06-24 03:12:15,7.042
2019-06-24 03:12:16,7.203
2019-06-24 03:12:17,7.042
2019-06-24 03:12:18,7.042
2019-06-24 03:12:19,7.042
2019-06-24 03:12:20,6.881
2019-06-24 03:12:22,7.042
2019-06-24 03:12:23,6.720
2019-06-24 03:12:24,6.720
2019-06-24 03:12:25,6.720
2019-06-24 03:12:26,6.720
2019-06-24 03:12:27,6.397
2019-06-24 03:12:28,6.558
2019-06-24 03:12:29,6.397
2019-06-24 03:12:30,6.397
2019-06-24 03:12:31,6.397
2019-06-24 03:12:32,6.236
2019-06-24 03:12:33,6.236
2019-06-24 03:12:34,6.236
2019-06-24 03:12:35,6.075
2019-06-24 03:12:36,6.075
2019-06-24 03:12:37,6.075
2019-06-24 03:12:38,5.914
2019-06-24 03:12:39,5.914
2019-06-24 03:12:40,5.753
2019-06-24 03:12:41,5.753
2019-06-24 03:12:42,5.592
2019-06-24 03:12:43,5.592
2019-06-24 03:12:44,5.592
2019-06-24 03:12:45,5.431
2019-06-24 03:12:46,5.269
2019-06-24 03:12:47,5.269
2019-06-24 03:12:48,5.269
2019-06-24 03:12:49,5.108
2019-06-24 03:12:50,4.947
2019-06-24 03:12:51,4.947
2019-06-24 03:12:53,4.947
2019-06-24 03:12:54,4.786
2019-06-24 03:12:55,4.786
2019-06-24 03:12:56,4.786
2019-06-24 03:12:57,4.625
2019-06-24 03:12:58,4.786
2019-06-24 03:12:59,4.625
2019-06-24 03:13:00,4.625
2019-06-24 03:13:01,4.625
2019-06-24 03:13:02,4.464
2019-06-24 03:13:03,4.464
2019-06-24 03:13:04,4.464
2019-06-24 03:13:05,4.464
2019-06-24 03:13:06,4.303
2019-06-24 03:13:07,4.303
2019-06-24 03:13:08,4.303
2019-06-24 03:13:09,4.303
2019-06-24 03:13:10,4.303
2019-06-24 03:13:11,4.141
2019-06-24 03:13:12,4.141
2019-06-24 03:13:13,4.141
2019-06-24 03:13:14,3.980
2019-06-24 03:13:15,4.141
2019-06-24 03:13:16,3.980
2019-06-24 03:13:17,3.819
2019-06-24 03:13:18,3.819
2019-06-24 03:13:19,3.819
2019-06-24 03:13:20,3.819
2019-06-24 03:13:21,3.819
2019-06-24 03:13:22,3.819
2019-06-24 03:13:24,3.819
2019-06-24 03:13:25,3.819
2019-06-24 03:13:26,3.658
2019-06-24 03:13:27,3.497
2019-06-24 03:13:28,3.497
2019-06-24 03:13:29,3.497
2019-06-24 03:13:30,3.497
2019-06-24 03:13:31,3.336
2019-06-24 03:13:32,3.336
2019-06-24 03:13:33,3.336
2019-06-24 03:13:34,3.658
2019-06-24 03:13:35,3.497
2019-06-24 03:13:36,3.497
2019-06-24 03:13:37,3.497
2019-06-24 03:13:38,3.497
2019-06-24 03:13:39,3.336
2019-06-24 03:13:40,3.336
2019-06-24 03:13:41,3.175
2019-06-24 03:13:42,3.175
2019-06-24 03:13:43,3.013
2019-06-24 03:13:44,3.013
2019-06-24 03:13:45,3.013
2019-06-24 03:13:46,3.013
2019-06-24 03:13:47,3.013
2019-06-24 03:13:48,2.852
2019-06-24 03:13:49,2.852
2019-06-24 03:13:50,2.691
2019-06-24 03:13:51,2.691
2019-06-24 03:13:52,2.691
2019-06-24 03:13:53,2.691
2019-06-24 03:13:55,2.691
2019-06-24 03:13:56,2.691
2019-06-24 03:13:57,2.530
2019-06-24 03:13:58,2.530
2019-06-24 03:13:59,2.530
2019-06-24 03:14:00,2.369
2019-06-24 03:14:01,2.530
2019-06-24 03:14:02,2.369
2019-06-24 03:14:03,2.369
2019-06-24 03:14:04,2.369
2019-06-24 03:14:05,2.369
2019-06-24 03:14:06,2.208
2019-06-24 03:14:07,2.208
2019-06-24 03:14:08,2.047
2019-06-24 03:14:09,2.208
2019-06-24 03:14:10,2.047
2019-06-24 03:14:11,2.047
2019-06-24 03:14:12,2.047
2019-06-24 03:14:13,2.047
2019-06-24 03:14:14,2.047
2019-06-24 03:14:15,2.047
2019-06-24 03:14:16,2.047
2019-06-24 03:14:17,2.047
2019-06-24 03:14:18,2.047
2019-06-24 03:14:19,2.047
2019-06-24 03:14:20,1.886
2019-06-24 03:14:21,1.886
2019-06-24 03:14:22,2.208
2019-06-24 03:14:23,2.208
2019-06-24 03:14:25,2.047
2019-06-24 03:14:26,2.047
2019-06-24 03:14:27,2.047
2019-06-24 03:14:28,2.047
2019-06-24 03:14:29,1.886
2019-06-24 03:14:30,2.047
2019-06-24 03:14:31,2.047
2019-06-24 03:14:32,1.886
2019-06-24 03:14:33,1.886
2019-06-24 03:14:34,1.886
2019-06-24 03:14:35,1.724
2019-06-24 03:14:36,1.724
2019-06-24 03:14:37,1.724
2019-06-24 03:14:38,1.724
2019-06-24 03:14:39,1.724
2019-06-24 03:14:40,1.563
2019-06-24 03:14:41,1.563
2019-06-24 03:14:42,1.563
2019-06-24 03:14:43,1.563
2019-06-24 03:14:44,1.402
2019-06-24 03:14:45,1.402
2019-06-24 03:14:46,1.241
2019-06-24 03:14:47,1.241
2019-06-24 03:14:48,1.241
2019-06-24 03:14:49,1.241
2019-06-24 03:14:50,1.241
2019-06-24 03:14:51,1.241
2019-06-24 03:14:52,1.080
2019-06-24 03:14:53,1.080
2019-06-24 03:14:55,1.080
2019-06-24 03:14:56,1.080
2019-06-24 03:14:57,1.080
2019-06-24 03:14:58,1.080
2019-06-24 03:14:59,3.175
2019-06-24 03:15:00,1.080
2019-06-24 03:15:01,3.013
2019-06-24 03:15:02,3.175
2019-06-24 03:15:03,3.013
2019-06-24 03:15:04,3.013
2019-06-24 03:15:05,3.175
2019-06-24 03:15:06,3.013
