2019-06-22 13:12:00,22.189
2019-06-22 13:12:01,22.189
2019-06-22 13:12:02,22.027
2019-06-22 13:12:03,22.027
2019-06-22 13:12:04,22.027
2019-06-22 13:12:06,22.027
2019-06-22 13:12:07,22.027
2019-06-22 13:12:08,22.027
2019-06-22 13:12:09,22.027
2019-06-22 13:12:10,22.027
2019-06-22 13:12:11,22.027
2019-06-22 13:12:12,22.027
2019-06-22 13:12:13,22.027
2019-06-22 13:12:14,22.027
2019-06-22 13:12:15,22.027
2019-06-22 13:12:16,22.027
2019-06-22 13:12:17,22.027
2019-06-22 13:12:18,22.027
2019-06-22 13:12:19,21.866
2019-06-22 13:12:20,22.027
2019-06-22 13:12:21,22.027
2019-06-22 13:12:22,22.027
2019-06-22 13:12:23,22.027
2019-06-22 13:12:24,21.866
2019-06-22 13:12:25,22.027
2019-06-22 13:12:26,22.027
2019-06-22 13:12:27,22.027
2019-06-22 13:12:28,22.027
2019-06-22 13:12:29,22.027
2019-06-22 13:12:30,22.027
2019-06-22 13:12:31,22.027
2019-06-22 13:12:32,21.866
2019-06-22 13:12:33,21.866
2019-06-22 13:12:34,22.027
2019-06-22 13:12:35,22.027
2019-06-22 13:12:36,21.866
2019-06-22 13:12:37,22.027
2019-06-22 13:12:38,21.866
2019-06-22 13:12:40,21.866
2019-06-22 13:12:41,21.866
2019-06-22 13:12:42,21.866
2019-06-22 13:12:43,21.866
2019-06-22 13:12:44,21.866
2019-06-22 13:12:45,21.705
2019-06-22 13:12:46,21.866
2019-06-22 13:12:47,21.866
2019-06-22 13:12:48,21.866
2019-06-22 13:12:49,21.866
2019-06-22 13:12:50,21.866
2019-06-22 13:12:51,21.866
2019-06-22 13:12:52,21.866
2019-06-22 13:12:53,21.866
2019-06-22 13:12:54,21.866
2019-06-22 13:12:55,21.866
2019-06-22 13:12:56,21.866
2019-06-22 13:12:57,21.866
2019-06-22 13:12:58,21.866
2019-06-22 13:12:59,21.866
2019-06-22 13:13:00,21.866
2019-06-22 13:13:01,21.866
2019-06-22 13:13:02,22.027
2019-06-22 13:13:03,21.866
2019-06-22 13:13:04,21.866
2019-06-22 13:13:05,22.027
2019-06-22 13:13:06,21.866
2019-06-22 13:13:07,21.866
2019-06-22 13:13:08,21.866
2019-06-22 13:13:09,21.866
2019-06-22 13:13:10,22.027
2019-06-22 13:13:11,21.866
2019-06-22 13:13:12,21.866
2019-06-22 13:13:14,21.866
2019-06-22 13:13:15,21.866
2019-06-22 13:13:16,21.866
2019-06-22 13:13:17,21.866
2019-06-22 13:13:18,21.866
2019-06-22 13:13:19,21.866
2019-06-22 13:13:20,21.866
2019-06-22 13:13:21,21.866
2019-06-22 13:13:22,21.866
2019-06-22 13:13:23,21.866
2019-06-22 13:13:24,21.866
2019-06-22 13:13:25,21.866
2019-06-22 13:13:26,21.866
2019-06-22 13:13:27,21.866
